,Food,Fuelwood,Fodder,Coal,Oil,Gas,Electricity,Nuclear,Biofuels,Total
1866,11.672,32.854,13.14,6.55,0.011,,,,,64.228
1867,11.787,33.206,13.245,7.392,0.016,,,,,65.647
1868,11.903,33.563,13.349,8.127,0.029,,,,,66.971
1869,12.02,33.923,13.453,8.712,0.028,,,,,68.135
1870,12.136,34.279,13.551,9.354,0.028,,,,,69.348
1871,12.288,34.579,13.667,11.009,0.023,,,,,71.567
1872,12.442,34.883,13.783,11.606,0.025,,,,,72.739
1873,12.599,35.189,13.897,12.414,0.056,,,,,74.155
1874,12.757,35.499,14.009,13.363,0.109,,,,,75.737
1875,12.917,35.811,14.121,13.578,0.164,,,,,76.591
1876,13.08,36.127,14.231,14.455,0.255,,,,,78.148
1877,13.244,36.445,14.34,13.923,0.354,,,,,78.308
1878,13.411,36.767,14.448,15.162,0.421,,,,,80.209
1879,13.58,37.092,14.555,16.172,0.525,,,,,81.924
1880,13.751,37.42,14.661,17.109,0.593,,,,,83.534
1881,13.924,37.671,14.765,17.441,0.814,,,,,84.615
1882,14.099,37.923,14.868,18.055,0.887,,,,,85.833
1883,14.277,38.178,14.971,20.012,0.961,,,,,88.399
1884,14.457,38.435,15.072,20.17,1.386,,,,,89.519
1885,14.639,38.693,15.172,20.914,1.758,,,,,91.177
1886,14.736,38.954,15.271,21.283,1.809,,,,,92.053
1887,15.129,39.217,15.369,21.568,2.294,,,,,93.577
1888,15.231,39.482,15.466,23.421,2.494,,,,,96.095
1889,15.282,39.749,15.563,25.144,2.5,,,,,98.238
1890,15.439,40.018,15.658,26.608,3.068,,,,,100.791
1891,15.466,40.271,15.754,28.222,3.728,,,,,103.441
1892,15.777,40.525,15.849,28.059,3.871,,,,,104.08
1893,16.148,40.781,15.945,30.267,4.575,,,,,107.715
1894,16.531,41.039,16.042,31.161,4.226,,,,,108.998
1895,16.581,41.298,16.141,32.876,5.808,,,,,112.704
1896,16.92,41.56,16.245,34.451,6.006,,,,,115.182
1897,17.074,41.824,16.354,37.122,6.748,,,,,119.121
1898,17.303,42.089,16.469,40.304,8.585,,,,,124.75
1899,17.592,42.356,16.591,43.282,8.142,,,,,127.963
1900,17.628,42.625,16.722,45.205,10.507,,,,,132.687
1901,18.044,42.857,16.923,46.538,10.713,,,,,135.075
1902,18.453,43.091,17.136,45.239,10.277,,,,,134.195
1903,18.59,43.328,17.362,46.807,9.543,,,,,135.63
1904,19.045,43.566,17.601,49.291,10.142,,,,,139.645
1905,19.093,43.807,17.855,51.149,7.819,,,,,139.724
1906,19.285,44.05,18.123,55.682,8.844,,,,,145.984
1907,19.489,44.295,18.405,61.607,9.721,,,,,153.518
1908,19.945,44.542,18.701,63.198,10.284,,,,,156.671
1909,20.31,44.792,19.011,64.445,11.467,,,,,160.025
1910,20.61,45.044,19.334,62.928,11.262,,,,,159.177
1911,20.874,45.146,19.665,66.78,10.672,,,,,163.138
1912,21.335,45.25,20.009,75.044,10.58,,,,,172.218
1913,21.605,45.356,20.363,80.261,10.036,,,,,177.621
1914,21.576,44.66,20.36,69.236,10.518,,,,,166.35
1915,21.563,43.977,20.356,61.415,11.605,,,,,158.915
1916,21.246,43.305,20.347,68.838,11.684,,,,,165.421
1917,20.907,42.645,20.329,70.821,10.306,,,,,165.008
1918,19.828,41.996,20.296,55.015,5.458,,,,,142.593
1919,19.458,41.358,20.244,20.401,6.175,,,,,107.637
1920,19.403,40.731,20.169,46.71,5.819,,,,,132.832
1921,19.148,40.153,20.054,47.558,5.75,,0.001,,,132.665
1922,19.526,39.892,20.067,47.561,6.913,0.548,0.001,,,134.508
1923,19.985,39.818,20.146,43.312,7.77,0.661,0.002,,,131.694
1924,20.792,40.02,20.339,47.695,8.382,0.773,0.003,,,138.003
1925,21.667,40.367,20.582,45.771,8.829,0.885,0.007,,,138.107
1926,22.345,40.736,20.815,52.29,10.353,0.998,0.009,,,147.546
1927,22.842,41.048,21,62.618,11.561,1.11,0.031,,,160.211
1928,23.334,41.296,21.137,66.591,12.468,1.222,0.073,,,166.121
1929,23.677,41.469,21.221,74.376,13.6,1.558,0.078,,,175.979
1930,24.096,41.546,21.246,71.475,17.621,1.894,0.089,,,177.966
1931,24.382,41.729,21.233,75.03,21.035,2.23,0.105,,,185.744
1932,24.517,41.75,21.133,73.77,19.259,2.566,0.123,,,183.118
1933,24.752,41.729,21.007,80.18,19.926,2.902,0.162,,,190.658
1934,25.15,41.772,20.914,92.751,23.751,3.238,0.272,,,207.848
1935,25.668,41.824,20.826,103.245,25.536,3.574,0.401,,,221.074
1936,26.091,41.978,20.792,116.466,28.905,3.91,0.454,,,238.595
1937,26.668,42.313,20.853,123.508,30.301,4.246,0.485,,,248.375
1938,27.125,42.769,20.978,122.764,32.733,4.301,0.567,,,251.237
1939,27.684,43.209,21.1,128.876,37.281,4.357,0.535,,,263.042
1940,27.417,43.311,21.06,179.621,37.416,4.412,0.582,,,313.819
1941,22.871,41.854,20.467,155.079,38.9,4.468,0.105,,,283.744
1942,21.97,40.472,19.903,127.865,37.999,4.524,0.084,,,252.817
1943,21.093,39.136,19.351,157.242,34.443,4.58,0.068,,,275.914
1944,20.752,37.878,18.826,138.791,42.561,4.636,0.1,,,263.542
1945,21.712,37.215,18.584,123.435,25.773,4.783,0.568,,,232.07
1946,25.638,36.564,18.335,156.613,29.933,5.038,0.79,,,272.91
1947,25.898,35.924,18.08,171.974,33.28,5.691,0.901,,,291.748
1948,26.162,35.296,17.817,190.19,35.513,7.481,1.208,,,313.667
1949,26.427,34.678,17.547,210.965,39.867,9.904,1.385,,,340.774
1950,26.696,34.071,17.268,227.536,41.698,8.939,1.524,,,357.733
1951,27.367,33.673,17.257,247.143,46.008,10.304,1.655,,,383.408
1952,28.1,33.309,17.247,264.038,51.39,11.507,1.797,,,407.388
1953,28.867,32.965,17.228,281.351,56.721,12.647,2.218,,,431.996
1954,29.718,32.629,17.196,301.448,63.106,13.514,2.189,,,459.8
1955,30.532,32.295,17.145,296.131,74.305,15.173,2.843,,,468.424
1956,31.287,31.956,17.072,357.395,86.176,18.571,3.42,,,545.878
1957,32.197,31.611,16.978,383.601,99.013,25.325,4.516,,,593.241
1958,33.027,31.257,16.86,406.221,110.426,35.175,5.299,,,638.264
1959,33.866,30.895,16.721,418.446,120.292,42.874,5.43,,,668.523
1960,34.761,30.526,16.561,424.25,132.232,52.624,6,,,696.954
1961,35.645,29.996,16.381,429.39,144.563,64.058,6.784,,,726.817
1962,36.9,29.461,16.182,441.786,164.295,78.23,8.24,,,775.094
1963,37.832,28.918,15.963,457.876,181.2,94.509,8.712,,,825.01
1964,38.578,28.364,15.724,432.296,196.593,112.955,8.847,0.383,,833.74
1965,39.474,27.796,15.466,438.882,200.424,123.101,9.522,0.448,,855.112
1966,40.447,27.214,15.193,449.183,215.942,137.166,10.601,0.497,,896.244
1967,40.666,26.624,14.91,454.488,236.653,151.555,10.77,0.543,,936.209
1968,41.25,26.03,14.624,453.693,253.781,164.317,12.322,0.754,,966.773
1969,41.793,25.443,14.344,463.221,273.199,178.504,13.584,0.875,,"1,010.96"
1970,41.891,24.866,14.075,465.535,300.725,196.828,14.827,1.057,,"1,059.80"
1971,42.755,24.406,13.822,476.066,321.098,214.651,15.15,1.297,,"1,109.25"
1972,42.983,23.953,13.589,489.937,346.81,225.037,15.379,2.366,,"1,160.06"
1973,43.737,23.508,13.378,494.447,378.295,244.167,15.211,3.511,,"1,216.26"
1974,44.754,23.07,13.193,496.377,408.907,258.758,16.832,5.57,,"1,267.46"
1975,45.053,22.638,13.037,513.1,430.571,282.211,16.125,7.667,,"1,330.40"
1976,46.16,22.214,12.912,517.949,446.015,312.117,17.113,10.729,,"1,385.21"
1977,46.182,21.796,12.821,529.198,466.24,334.65,18.905,13.98,,"1,443.77"
1978,46.905,21.386,12.766,534.664,495.083,356.214,20.24,14.305,,"1,501.56"
1979,47.009,20.981,12.747,540.587,504.52,374.944,21.959,16.696,,"1,539.44"
1980,47.577,20.583,12.766,537.449,521.03,389.12,22.786,20.823,,"1,572.13"
1981,47.503,20.352,12.821,527.3,518.72,411.044,22.731,25.096,,"1,585.57"
1982,47.325,20.12,12.912,537.31,512.038,439.806,21.181,29.496,,"1,620.19"
1983,47.966,19.888,13.039,541.402,502.445,466.637,21.457,33.767,,"1,646.60"
1984,48.402,19.657,13.201,544.842,506.451,505.803,24.116,42.483,,"1,704.95"
1985,48.742,19.428,13.398,547.004,499.9,521.535,22.261,50.315,,"1,722.58"
1986,49.391,19.202,13.627,558.222,502.458,538.507,22.651,50.406,,"1,754.46"
1987,50.061,18.975,13.882,566.264,508.359,562.907,22.701,59.61,,"1,802.76"
1988,50.311,18.742,14.155,557.045,501.368,589.982,23.085,70.245,,"1,824.93"
1989,50.393,18.491,14.429,534.35,500.511,604.006,22.248,69.74,,"1,814.17"
1990,49.718,18.254,14.72,495.611,501.986,624.087,22.481,67.549,,"1,794.41"
1991,47.424,17.701,14.971,460.683,473.789,620.264,23.02,67.036,,"1,724.89"
1992,44.481,17.136,15.183,436.237,419.386,584.398,23.219,65.646,,"1,605.69"
1993,45.232,16.557,15.339,403.493,350.719,569.07,24.053,66.167,,"1,490.63"
1994,44.554,15.98,15.44,356.403,311.388,531.418,24.698,59.424,,"1,359.31"
1995,44.334,15.418,15.488,343.781,289.118,518.916,25.125,61.324,,"1,313.50"
1996,43.332,14.872,15.476,332.936,258.616,537.393,23.181,67.539,,"1,293.34"
1997,44.103,14.342,15.4,316.853,259.151,497.831,23.273,67.793,,"1,238.75"
1998,44.111,13.831,15.26,297.912,253.496,505.374,24.312,65.965,,"1,220.26"
1999,44.163,13.333,15.052,284.852,245.317,511.145,24.618,68.937,,"1,207.42"
2000,43.835,12.851,14.779,288.198,240.024,515.787,24.2,73.83,0.069,"1,213.57"
2001,44.727,12.536,14.448,287.841,244.365,524.598,25.433,76.45,0.083,"1,230.48"
2002,45.474,12.579,14.067,288.476,240.855,525.764,24.46,80.033,0.075,"1,231.78"
2003,45.756,13.14,13.646,293.455,246.781,537.837,23.131,83.608,0.1,"1,257.45"
2004,46.349,12.235,13.191,286.761,249.805,550.91,26.579,83.44,0.05,"1,269.32"
2005,47.301,12.526,12.709,279.995,253.52,560.518,27.692,83.732,0.068,"1,278.06"
2006,47.66,12.514,12.204,292.211,263.034,575.003,27.903,85.484,0.178,"1,316.19"
2007,48.257,12.934,11.683,293.991,264.091,578.544,27.56,85.587,0.347,"1,322.99"
2008,48.369,13.318,11.15,299.815,266.928,567.23,28.04,87.34,1.066,"1,323.26"
2009,48.295,14.31,10.588,272.615,255.693,530.376,30.374,85.113,1.445,"1,248.81"
2010,48.9,15.566,10.051,280.57,258.18,566.42,32.85,85.611,1.502,"1,299.65"
2011,49.428,15.67,9.507,294.13,271.131,581.924,32.167,86.851,1.733,"1,342.54"
2012,48.843,16.097,8.959,294.114,275.568,572.987,34.673,87.572,1.827,"1,340.64"
2013,48.972,16.181,8.408,283.867,268.068,560.106,40.409,84.083,1.836,"1,311.93"
2014,49.693,15.467,7.856,270.574,276.467,551.908,41.477,86.986,1.932,"1,302.36"
2015,49.686,15.429,7.309,263.348,272.909,536.407,45.905,88.223,1.893,"1,281.11"
2016,49.87,16.214,6.762,264.816,278.999,545.646,47.692,85.586,1.797,"1,297.38"
2017,50.337,16.189,6.208,254.37,285.901,556.789,49.685,89.036,1.945,"1,310.46"
2018,50.283,16.21,6.216,264.967,293.818,584.621,50.016,88.934,2.367,"1,357.43"
2019,49.738,15.41,6.167,250.713,296.719,577.281,53.406,88.686,2.488,"1,340.61"
2020,49.779,15.42,6.172,229.125,279.788,548.936,58.871,88.381,2.442,"1,278.92"
