,Food,Fuelwood,Fodder,Coal,Oil,Gas,Electricity,Nuclear,Biofuels,Total
1860,2.391,4.092,1.853,,,,,,,8.336
1861,2.4,4.107,1.859,,,,,,,8.365
1862,2.409,4.121,1.865,,,,,,,8.394
1863,2.418,4.135,1.87,,,,,,,8.423
1864,2.427,4.149,1.876,,,,,,,8.453
1865,2.436,4.164,1.882,0.044,,,,,,8.526
1866,2.445,4.178,1.888,0.062,,,,,,8.573
1867,2.455,4.192,1.894,0.067,,,,,,8.608
1868,2.464,4.207,1.9,0.052,,,,,,8.622
1869,2.473,4.221,1.906,0.079,,,,,,8.679
1870,2.482,4.236,1.912,0.047,,,,,,8.677
1871,2.502,4.264,1.925,0.059,,,,,,8.75
1872,2.522,4.292,1.938,0.073,,,,,,8.824
1873,2.542,4.32,1.951,0.071,,,,,,8.884
1874,2.562,4.348,1.964,0.077,,,,,,8.951
1875,2.582,4.377,1.978,0.105,,,,,,9.041
1876,2.603,4.406,1.991,0.082,,,,,,9.082
1877,2.623,4.435,2.005,0.133,,,,,,9.196
1878,2.644,4.464,2.018,0.098,,,,,,9.224
1879,2.665,4.493,2.032,0.038,,,,,,9.228
1880,2.686,4.523,2.046,0.041,,,,,,9.296
1881,2.707,4.552,2.06,0.055,,,,,,9.373
1882,2.729,4.581,2.074,0.046,,,,,,9.429
1883,2.75,4.611,2.088,0.048,,,,,,9.497
1884,2.772,4.64,2.102,0.052,,,,,,9.567
1885,2.794,4.67,2.116,0.058,,,,,,9.639
1886,2.816,4.701,2.13,0.041,,,,,,9.687
1887,2.838,4.731,2.145,0.074,,,,,,9.788
1888,2.861,4.761,2.159,0.08,,,,,,9.861
1889,2.883,4.792,2.174,0.12,,,,,,9.97
1890,2.906,4.823,2.189,0.11,,,,,,10.028
1891,2.929,4.858,2.204,0.121,,,,,,10.112
1892,2.952,4.893,2.219,0.123,,,,,,10.187
1893,2.975,4.929,2.234,0.128,,,,,,10.266
1894,2.999,4.964,2.249,0.118,,,,,,10.33
1895,3.023,5,2.264,0.112,,,,,,10.399
1896,3.047,5.037,2.279,0.133,,,,,,10.496
1897,3.071,5.073,2.295,0.095,,,,,,10.534
1898,3.095,5.11,2.311,0.158,,,,,,10.673
1899,3.119,5.147,2.326,0.201,,,,,,10.794
1900,3.144,5.185,2.342,0.2,,,,,,10.871
1901,3.16,5.211,2.351,0.31,,,,,,11.032
1902,3.175,5.237,2.36,0.286,,,,,,11.058
1903,3.191,5.264,2.369,0.333,,,,,,11.157
1904,3.207,5.291,2.378,0.38,,,,,,11.256
1905,3.223,5.318,2.387,0.433,,,,,,11.361
1906,3.239,5.345,2.396,0.444,,,,,,11.424
1907,3.255,5.372,2.405,0.54,,,,,,11.572
1908,3.271,5.4,2.414,0.558,,,,,,11.643
1909,3.287,5.427,2.424,0.488,,,,,,11.626
1910,3.303,5.455,2.433,0.506,,,,,,11.697
1911,3.32,5.475,2.442,0.518,0.049,,,,,11.804
1912,3.336,5.495,2.451,0.534,0.09,,,,,11.906
1913,3.353,5.515,2.461,0.621,0.066,,,,,12.015
1914,3.397,5.577,2.481,0.491,0.125,,,,,12.072
1915,3.441,5.64,2.502,0.372,0.431,,,,,12.386
1916,3.485,5.704,2.523,0.184,0.28,,,,,12.176
1917,3.53,5.768,2.544,0.281,0.436,,,,,12.56
1918,3.576,5.833,2.566,0.273,0.077,,,,,12.325
1919,3.623,5.899,2.587,0.435,0,,,,,12.544
1920,3.67,5.966,2.609,0.413,0.682,,,,,13.339
1921,3.717,6.039,2.63,0.269,0.369,,,,,13.025
1922,3.765,6.114,2.652,0.326,0.325,,,,,13.183
1923,3.814,6.19,2.674,0.477,1.453,,,,,14.608
1924,3.864,6.266,2.703,0.616,0.888,,,,,14.337
1925,3.914,6.344,2.732,0.652,1.172,,,,,14.813
1926,3.964,6.422,2.761,0.835,0.42,,,,,14.402
1927,4.016,6.501,2.791,0.871,1.919,,,,,16.099
1928,4.068,6.582,2.825,0.722,1.041,,,,,15.238
1929,4.121,6.663,3.012,0.769,0.92,,,,,15.485
1930,4.174,6.745,3.044,0.918,1.088,,,,,15.97
1931,4.228,6.802,3.094,0.892,1.764,,,,,16.779
1932,4.283,6.858,3.294,0.903,1.135,,,,,16.473
1933,4.339,6.916,3.217,1.133,0.262,,,,,15.867
1934,4.395,6.973,3.254,1.59,2.01,,,,,18.223
1935,4.452,7.031,3.716,1.704,3.553,,,,,20.456
1936,4.51,7.09,4.467,1.726,3.037,,,,,20.83
1937,4.568,7.149,4.659,1.776,3.984,,0.003,,,22.14
1938,4.627,7.209,4.846,1.21,3.889,,0.001,,,21.783
1939,4.687,7.269,4.845,1.732,7.621,,0.003,,,26.157
1940,4.748,7.33,5.049,1.939,6.36,,0.003,,,25.43
1941,4.81,7.406,5.177,1.988,5.064,,0.004,,,24.449
1942,4.872,7.483,5.06,1.751,5.112,,0.005,,,24.283
1943,4.935,7.561,5.026,2.149,7.316,,0.006,,,26.994
1944,4.999,7.64,5.151,1.604,10.978,,0.007,,,30.378
1945,5.071,7.73,5.306,2.536,12.32,,0.006,,,32.969
1946,5.144,7.821,5.128,2.5,15.536,,0.008,,,36.136
1947,5.218,7.914,5.192,2.668,16.821,,0.008,,,37.821
1948,5.293,8.007,5.458,2.696,13.915,,0.009,,,35.378
1949,5.369,8.102,5.591,2.776,15.348,,0.009,,,37.194
1950,5.448,8.197,5.679,2.826,9.742,,0.009,,,31.901
1951,5.609,8.372,5.833,2.921,13.049,,0.009,,,35.791
1952,5.793,8.551,6.175,2.922,13.021,,0.01,,,36.472
1953,5.965,8.735,6.215,3.526,14.315,0.059,0.012,,,38.828
1954,6.134,8.924,6.265,3.688,14.064,0.352,0.015,,,39.441
1955,6.395,9.116,6.429,3.562,16.29,0.766,0.016,,,42.574
1956,6.574,9.313,6.621,3.754,20.557,0.971,0.024,,,47.814
1957,6.868,9.514,6.798,4.185,21.792,1.207,0.041,,,50.405
1958,7.061,9.721,6.984,4.339,23.456,1.165,0.075,,,52.8
1959,7.373,9.934,7.22,4.242,23.951,1.507,0.113,,,54.34
1960,7.58,9.663,7.047,3.944,28.456,1.88,0.194,,,58.765
1961,7.891,9.402,7.101,3.907,30.23,1.965,0.277,,,60.773
1962,8.054,9.151,7.172,4.173,32.146,2.078,0.331,,,63.104
1963,8.431,8.907,7.101,4.613,34.457,2.281,0.489,,,66.28
1964,8.668,8.672,7.255,5.065,36.49,3.162,0.213,,,69.526
1965,8.887,8.443,7.275,4.504,38.593,2.63,0.479,,,70.81
1966,9.327,8.22,7.431,5.003,44.114,3.069,0.521,,,77.686
1967,9.49,8.005,7.575,4.492,44.16,3.22,0.564,,,77.506
1968,9.807,7.796,7.544,4.886,48.827,3.579,0.673,,,83.112
1969,10.04,7.595,7.464,5.202,52.466,3.416,0.723,,,86.907
1970,10.479,7.402,7.392,5.761,54.981,5.408,0.698,,,92.122
1971,10.947,7.217,7.237,5.797,61.439,5.778,0.675,,,99.089
1972,11.344,7.039,7.267,6.355,64.244,6.469,0.84,,,103.559
1973,11.497,6.868,7.41,6.795,73.88,7.411,0.729,,,114.589
1974,11.773,6.704,7.474,7.425,80.268,7.873,0.899,,,122.417
1975,12.426,6.545,7.645,8.377,82.344,8.85,1.26,,,127.449
1976,13.034,6.392,7.801,8.703,91.149,10.163,1.611,,,138.853
1977,13.361,6.244,7.885,8.937,102.845,10.792,1.74,,,151.803
1978,13.863,6.103,7.901,8.457,106.21,11.078,2.093,,,155.706
1979,14.652,5.969,8.034,9.034,116.099,14.334,2.172,,,170.294
1980,15.476,5.844,8.064,9.536,104.813,15.946,2.288,,,161.966
1981,15.813,5.726,8.348,9.468,112.827,17.051,2.47,,,171.703
1982,16.555,5.614,8.409,11.531,121.932,19.829,2.662,,,186.533
1983,17.245,5.504,8.08,12.95,136.722,20.491,2.319,,,203.311
1984,17.723,5.394,7.864,14.646,147.253,28.199,2.574,,,223.653
1985,18.794,5.281,7.425,17.077,154.284,29.768,2.424,,,235.052
1986,19.377,5.165,7.071,18.685,152.524,36.259,2.494,,,241.574
1987,20.295,5.047,7.066,19.736,163.651,41.537,3.564,,,260.894
1988,20.954,4.925,6.926,19.191,169.571,47.121,4.772,,,273.46
1989,21.822,4.799,7.349,21.106,171.059,54.32,3.376,,,283.831
1990,22.49,4.927,7.077,22.234,178.695,64.585,4.244,,,304.252
1991,22.301,4.953,6.653,24.164,181.145,69.283,3.739,,,312.238
1992,22.785,4.99,6.76,24.676,192.664,77.288,4.916,,,334.08
1993,23.482,5.026,6.942,24.053,213.269,66.117,6.033,,,344.922
1994,23.832,5.103,7.06,24.53,234.276,79.955,5.285,,,380.041
1995,24.333,4.89,7.089,25.767,235.365,86.905,6.195,,,390.544
1996,24.886,4.969,7.08,29.408,245.416,96.608,6.743,,,415.109
1997,25.288,5.001,7.112,32.661,254.955,102.317,6.43,,,433.764
1998,25.939,5.095,6.958,34.46,246.463,112.631,6.867,,,438.415
1999,26.503,4.898,6.736,32.477,244.458,123.859,5.439,,,444.37
2000,27.13,4.755,6.752,36.173,257.267,134.456,4.881,,,471.414
2001,27.63,4.575,6.674,32.545,265.526,146.432,4.237,,,487.619
2002,28.028,4.416,6.681,34.023,270.069,164.671,5.784,,,513.672
2003,28.432,4.25,6.519,36.435,274.659,173.337,6.203,,,529.835
2004,29.355,4.089,6.558,38.25,290.87,195.068,8.025,,,572.215
2005,29.961,5.695,6.541,38.66,300.39,209.608,7.524,,0.02,598.397
2006,30.697,5.565,6.451,43.558,318.013,226.437,8.61,,0.054,639.385
2007,31.399,4.722,6.615,48.176,329.593,250.553,7.652,,0.045,678.754
2008,31.959,4.511,6.674,47.966,346.85,270.34,6.119,,0.049,714.469
2009,32.733,4.356,6.716,49.632,356.621,279.052,6.722,,0.005,735.836
2010,33.861,4.216,6.696,50.454,365.108,305.969,9.996,,0.044,776.343
2011,34.758,3.36,6.834,54.214,379.877,325.341,11.105,,0.051,815.54
2012,35.664,3.892,6.876,58.546,396.877,330.64,12.931,0.505,0.126,846.057
2013,36.438,3.797,6.914,50.862,405.233,340.033,14.722,1.487,0.513,859.998
2014,37.42,3.73,6.948,56.615,415.479,369.601,13.433,1.293,0.195,904.716
2015,38.253,3.454,7.008,55.004,425.316,384.125,18.188,1.235,0.145,932.727
2016,38.912,3.244,6.697,58.604,432.193,407.512,21.515,2.28,0.146,971.104
2017,39.775,3.273,6.809,59.568,432.021,432.463,22.896,2.441,0.156,999.402
2018,40.364,3.327,6.92,61.143,420.921,451.876,26.475,2.405,0.207,"1,013.64"
2019,40.909,3.379,6.894,62.993,430.948,456.668,35.108,2.232,0.219,"1,039.35"
2020,41.514,3.43,6.999,58.762,407.172,473.226,36.433,2.196,0.22,"1,029.95"
